,songID,artist,title,timestamp,tags,sentiment,countries,gdp,temperature,neighbors
19,TRRRLGS128F428CCE3,OutKast,ATLiens,2011-08-08 18:35:31.015308,"['Hip-Hop', 'rap', 'hiphop', 'outkast', '90s', 'southernrap', 'classic', 'atliens', 'realhiphop', 'DirtySouth', 'ATL', 'atlanta', 'funk', '1996', 'summer11', 'GoodStuff', 'hiphop', 'andre3000', 'classicalbums', 'BigBoi', 'nochmal', 'oneofmyfavs', 'pimpshit', 'bestbeat', 'chill', 'favorites', 'soul', 'eastpointsmokesomedank', 'TheREALLYloved', 'anelectro-syntheticsonority', 'clasSICKhiphop', 'productionandlyricsbyfamousrapartists', 'acousticdrumsamples', 'southernraproots', 'emperorcryn', 'aknackforcatchyhooks', 'radiofriendlystylings', 'adeepvoice', 'hiphopclassics', 'arepetitivechorus', 'danceablebeats', 'adryrecordingsound', 'ambientsynthtextures', 'aslowmovingbassline', 'boooom', 'zajebistosc', 'postrap', 'thisisweyorighthere', 'atlatlantaaucomplexgeorgiaandrebigboidungeonfamilydirtysouth', 'spyrap', 'metrofunky', 'FavHip-HopSongs', 'Logjammin', 'bogartthejogart', 'treehorn', 'geilerbeatgeileslied', 'BackToTheRoots', 'aitchrap', 'leapsandboundsfavoritesongs', 'Certifiedclassic', 'southernvocaltwang', 'THESOUTHHIPHOP', 'aitch', 'leapsandfavnolove', 'snowsmokeandwalkman', 'Slak', '1ipod', 'LaFaceRecords', 'drinktothis', 'SupremeLyricism', 'places', 'ok', 'wow', 'Loveit', 'favoritetrack', 'scifi', 'special', '5starsongs', '1990s', 'Workout', 'Favoritesongsever', 'partymusic', 'nostalgia', 'explicitlyrics', 'awesomeness', 'Cruising', 'oldschool', 'stuff', 'nostalgic90s', 'alternativerap', 'summer', 'party', 'funky', 'thatpimpshit', 'merken', 'FaveIndiePop', 'kook', 'Burner', 'rettichumsonst', 'Classicshit']",-1.0,['Mali'],19143.74,28.25,"['TRAGBNI128F425E741', 'TRAYSHO128F42887F7', 'TRPLXFD128F1454961', 'TRAOIAH128F92F707B', 'TRTMWPQ128F4278E76', 'TRRKDND12903CEF926', 'TRGFKUC128F426A85E', 'TRIFCJJ128F930994B']"
20,TRRRYCE12903CDC927,Figure Four,True Colors,2011-08-09 02:02:40.919053,[],4.8109375000000005,['CapeVerde'],-1.0,-1.0,[]
21,TRRRWUK128F92E4A32,Fast Cars,Best Friend,2011-09-07 18:24:48.548604,[],-1.0,['Togo'],8413.2,27.15,[]
22,TRRRWVG128F425982A,The Mighty Bop,Lady,2011-09-08 04:05:41.656315,"['lounge', 'nujazz', 'sexion', 'chillout', 'jazzyfemalevocal', 'downtempo', 'LADY', 'trythese', 'chillounge', 'SmoothJazz', 'vibraphonique', 'hotelcostessimilartunes', 'jazz', 'sven-tatoo', 'salutation', 'stonedlyours', 'miles-ranged', 'jahouse', 'soydubbihouse', 'smoothmood', 'axiom', 'clubbish', 'Teatimenoise', 'relaxingmood', 'nighttimeistherighttime', 'Nihilsubsolenovi', 'trumpet', 'cooljazz', 'Love', 'ambient', 'soul', 'emo', 'mine', 'bebop', 'Godlike', 'magic', 'whimsical', 'nu-jazz', 'Dream', 'downtempo', 'Discovery', 'nujazz', 'acidjazz', 'chillhouse', 'drjazzmrfunkmusic', 'acidjazz']",-1.0,['Mali'],19143.74,28.25,[]
23,TRRURRN12903D01B45,Opus Akoben,Crush,2011-08-03 18:04:15.961270,"['jazz', 'hiphop']",-1.0,"['Malaysia', 'Rwanda']",191885.86,21.625,[]
24,TRRURGV128F9306BCA,Module,Matilda,2011-08-03 14:33:31.736364,[],-1.0,"['Gabon', 'Lebanon']",18172.985,20.025,[]
25,TRRUIKN128E078218F,Radiohead,Climbing Up the Walls,2011-08-11 20:25:57.478356,"['alternative', 'alternativerock', 'rock', 'radiohead', 'indie', 'british', 'electronic', 'experimental', '90s', 'dark', 'britpop', 'melancholic', 'beautiful', 'haunting', 'favorites', 'creepy', 'chillout', 'Awesome', 'indierock', 'melancholy', 'Progressiverock', 'Mellow', 'Favourites', 'atmospheric', 'artrock', 'post-rock', 'psychedelic', 'ExperimentalRock', 'thomyorke', 'electronica', 'genius', 'brilliant', 'amazing', 'chill', 'downtempo', 'Progressive', '1997', 'eerie', 'moody', 'ambient', 'scaryasfuck', 'UK', 'chilling', 'sexy', 'malevocalists', 'Masterpiece', 'Favorite', 'painfullybeautiful', 'britrock', 'trip-hop', 'memories', 'okcomputer', 'alternrock', 'favourite', 'depressing', 'wallofsound', 'favouriteartists', 'night', 'songsiplayonrepeat', 'obsessive', 'FavouriteSongs', 'britpop', 'AlternativePunk', 'Arguman-lovedtracks', 'BestofRadiohead', 'loveatfirstlisten', 'favoritesongs', 'anotherplanet', 'scary', 'mellotron', 'indieelectronic', 'GoodStuff', '4Stars', 'Britrock', 'weird', 'perfect', 'sinister', 'downbeat', 'greatlyrics', 'easy', 'bestsongever', 'Loveit', 'givemeasecwillya', 'sad', 'intense', 'Sleep', 'oneofthebestsongsthathaseverbeenmade', 'Destrukcja', 'goodmusic', 'england', 'fav', 'emo', 'rubieralove', 'electronicrock', 'bronmasowegorazenia', 'strangeencounters', 'depresjazadarmo', '1990s', 'Reflective', 'strings']",-1.0,['Mozambique'],16095.83,23.8,"['TRUYDCT128F92FD33A', 'TRINBYX128E0788920', 'TRTJTBD128F92E3EC9', 'TRLXCKQ128F935A837', 'TRFXBVX128F4265DC7', 'TRIWZFM128C7196DF5', 'TRJTJRR128F4261B08', 'TRRZPVV128F4292225', 'TRDMUWU128E078EDDB', 'TRGPDWK128E07917F4']"
26,TRRUIYJ128F1453FAC,Ladyfuzz,Monster,2011-08-11 04:51:12.638373,"['FaveIndiePop', 'indiedisco', 'AndIhatethatmyfeetaredancingsomuch', 'WhosGotTheClap', 'songsiwanttolistentoagain', 'synthindiepop', 'titsontheradio-thesongs', 'veryveryknorpelfunky', 'gcol', 'hupin', 'noisettessimilar', 'slordig', 'Maybe', 'xtinaloves', 'nastroteca06-12-02']",-1.0,"['Lesotho', 'Malawi', 'Palau']",5134.296666666666,20.45,[]
27,TRRUIMT128EF34076F,"Clarence ""Gatemouth"" Brown",Unchained Melody,2011-08-01 17:45:18.748156,"['country', 'blues', 'world', 'groove', 'NewOrleans', 'Lunes', 'clarencegatemouthbrown', 'allmanbros', 'TilosBlues', 'absolutelylovethisinstrumental', 'bitterolivesinthesun', 'gatemouth', 'kostasselection']",-1.0,['Congo'],12523.96,24.55,['TRRCADX128F4287F0A']
28,TRRUZAV128F422AD42,Assemblage 23,Lullaby,2011-08-15 18:05:00.831447,"['synthpop', 'electronic', 'industrial', 'futurepop', 'ebm', 'electronica', 'darkelectro', 'darkwave', 'synth', 'beautiful', 'sad', 'lullaby', 'goth', 'piano', 'DarkLight', 'RivetRiot', 'silkebischoff', 'listenforever', 'minemine', 'Soundtracktolife', 'Gloompop', 'sleepplaylist', 'ChillOutLounge', 'DeineLakaien', '4Stars', 'warcraft', 'harmony', 'medic', 'evilhalloweenparty', 'noctemphilia', 'shoegazercollege', 'warcraftmusic', 'wotmusic', 'luciprolounge', '360shift', '3nity', 'lucipro', 'DeepSleeP', 'xoe', 'soothingshizzle', 'sweetncatchy', 'love-industrial-sypop', 'Mellow', 'chillout', 'ballads', 'Sleep', 'american', 'relaxing', 'inspirational', 'favoritesongs', 'melancholic', 'bedtime', 'lyrics', 'melodic', 'quiet', 'electro-industrial', 'Lovethissong', 'vocalharmony', 'malevocalists', 'work', 'sadmusic', 'pretty', 'soft', 'favouritetracks', 'favoritesong', 'Ballad', 'synthpop', 'Gothic', 'darkwave', 'electro', 'downtempo', 'pop', 'electroindustrial', 'VNV', 'ilikes', 'bramusik', 'Aiten', 'friendsofthekingofrummelpop', '1']",5.419890109890112,"['Albania', 'Andorra', 'Chad', 'Ethiopia', 'Georgia', 'Greece', 'Italy', 'Serbia']",317816.275,14.100000000000001,[]
29,TRRUTWQ12903CB62C9,The Legends,Heartbeats,2011-09-06 17:28:47.987476,"['2000s', 'bodyrock', 'beautiful', 'synth', 'stillill']",-1.0,"['Algeria', 'Andorra', 'Austria', 'Belgium', 'Bhutan', 'Cambodia', 'Chad', 'Denmark', 'Estonia', 'Ethiopia', 'France', 'Germany', 'Iceland', 'Ireland', 'Kenya', 'Latvia', 'Luxembourg', 'Maldives', 'Malta', 'Monaco', 'Morocco', 'Netherlands', 'Norway', 'Qatar', 'Rwanda', 'Seychelles', 'Singapore', 'Slovakia', 'SouthAfrica', 'Spain', 'Sweden', 'Switzerland', 'Taiwan', 'Thailand', 'Tunisia', 'Turkey', 'UnitedArabEmirates', 'UnitedKingdom']",468273.5982857144,14.31857142857143,[]
30,TRRUSEK128F92D9C19,Languis,Pin,2011-08-04 23:49:53.645314,[],-1.0,['Samoa'],788.39,26.7,[]
31,TRRUSII128F42560FC,Rihanna,Umbrella,2011-08-11 21:04:23.060383,"['rnb', 'pop', 'Rihanna', 'femalevocalists', 'dance', 'Hip-Hop', 'umbrella', 'hiphop', '00s', 'r&b', 'femalevocalist', 'catchy', '2007', 'summer', 'party', 'jay-z', 'sexy', 'top40', 'rap', 'guiltypleasure', 'female', 'randb', 'GuiltyPleasures', 'songsof2007', 'amazing', 'club', 'favorites', 'dancepop', 'Love', 'soul', 'dancehall', 'goodgirlgonebad', 'Rihanna-Umbrella', 'addicting', 'summer2007', 'favoritesong', 'USA', 'cool', 'RB', 'world', 'duet', 'FemaleVoices', 'lovesong', 'fav', 'ienjoyitevenitismainstreamshit', 'duett', 'blue', 'uknumberone', 'indaclub', 'doublelisten', 'morepoeticthanyoucanunderstand', ""r'n'b"", 'Goodmemories', 'addictive', 'new', 'hits', 'slow', 'FavouriteSongs', 'funny', 'mylibrary', 'design', 'partyshitthatmakesmehappy', 'leapsandfavnolove', 'Black', 'hip-hopjay-z', 'HUGEHIT', 'urban', 'favourite', 'favouritetracks', 'myfavgirls', 'eletronica', 'leapsandsongoftheday', 'topartists', 'hiphop', 'Chillhiphop', 'bigfellas', 'malevocalists', 'insane', 'scrobble', 'lounge', 'happy', 'itku', 'fun', 'OfficiallyShit', 'comedy', 'IoweyounoIOU', 'friendship', 'femalevocals', 'NYC', 'best', 'year2007', 'roc-a-fella', 'ls', 'smooth', 'hit', 'pitchforkTop500Tracksofthe2000s', 'itispartytime', 'barbadian', 'radiosingle', 'rhythumandbluestag']",-1.0,['Brazil'],1608981.22,24.95,"['TRNAEHD128F92E5884', 'TRRJLQW128F4257946', 'TRIBGEV128F9314FD9', 'TRFIMTW12903D00EEE', 'TROASQS128E07899A8', 'TRZNLCL128F14A42F9', 'TRGFRWU128F42ADFA6', 'TRNLUFE128F42A2433', 'TRUNQUT128F9350E60', 'TRZPDLL128F92EFFA1']"
32,TRRUSBP128F92DBA0D,The Coldspot 8,Shine,2011-09-06 17:07:47.932977,[],-1.0,['Suriname'],2862.13,25.7,[]
33,TRRUAHD128F933CBF1,Manna,Eliza,2011-08-12 13:25:35.634718,[],-1.0,['Samoa'],788.39,26.7,[]
34,TRRUATB128F14AD28E,Brian Tyler & Klaus Badelt,Destiny,2011-08-05 11:40:30.834787,"['Soundtrack', 'electronic', 'instrumental', 'contemporaryclassical', 'composers', 'score', 'Constantine']",-1.0,['Afghanistan'],20116.14,12.6,[]
35,TRRUOXT128F932E55C,Vanilla Muffins,Beauty And The Beast,2011-08-16 09:48:21.879389,[],5.833962264150943,[],-1.0,-1.0,[]
36,TRRUOSK128F421DDEF,Alias & Tarsier,Ligaya,2011-08-03 04:26:03.006238,"['electronic', 'chillout', 'Hip-Hop', 'electronica', 'idm', 'Nu-BluzFunkyGroovesintheE-Lounge', 'nu-bluz', 'richterfm', 'electronic-lounge', 'chiilout', 'anticon', 'groove', 'Dreamy', 'chill', 'trip-hop', 'nujazz', 'downtempo', 'friendsofthekingofrummelpop']",-1.0,['Philippines'],394086.42,25.55,[]
37,TRRUOJE128F931C966,Radiohead,Reckoner,2011-08-01 19:06:24.645743,"['alternative', 'alternativerock', 'rock', 'indie', 'british', 'radiohead', 'beautiful', 'experimental', 'electronic', 'melancholy', 'amazing', 'indierock', 'genius', 'britpop', 'chillout', '00s', 'InRainbows', 'Awesome', 'melancholic', 'ambient', 'Love', 'intense', 'UK', 'artrock', 'Mellow', 'malevocalists', 'favorites', 'relaxing', 'epic', 'haunting', 'chill', 'Dreamy', 'FUCKINGAWESOME', 'favourite', 'thomyorke', 'ExperimentalRock', 'loved', 'electronica', 'loveatfirstlisten', '2007', 'relax', 'Masterpiece', 'songsthatiwillstillbelisteningtoinabillionyears', 'themostintriguingvoiceyouveeverheard', 'lovely', 'favoritesongs', 'emotional', 'gorgeous', 'blowyourmind', 'Perfection', 'perfect', 'bestsongsever', 'Loveit', 'cool', 'post-rock', 'ridiculouslyawesomelygood', 'wonderful', 'zen', 'drums', 'melodic', 'psychedelic', 'acoustic', 'electro', 'ethereal', 'latenight', 'Favourites', 'smooth', 'musicthatmakesyouwannachangetheworld', 'Soundtrack', 'belovedforeverandever', '2000s', 'hypnotic', 'awesomeness', 'easy', 'sexy', 'atmospheric', 'inrockwetrust', 'zierkafasza', '77davez-all-tracks', 'bestsongever', 'Progressiverock', 'english', 'malevocalist', 'top500', 'england', 'moving', 'Ilike', 'adorable', 'favouriteartist', 'britpop', 'mistic', 'fuckingenius', 'winter', 'lush', 'SoundtrackOfMyLife', 'glorious', 'dark', 'high', 'pitchforkTop500Tracksofthe2000s', 'unearthly']",-1.0,"['Gabon', 'Georgia', 'Mauritania', 'Togo', 'Tonga']",10819.84,22.15,"['TRIDPWO128F423DBC6', 'TRFYALP128F4281930', 'TRUYDCT128F92FD33A', 'TRNNGMK128F423F034', 'TRLXCKQ128F935A837', 'TRTJTBD128F92E3EC9', 'TRIFVND128F423EEDF', 'TRRKQMW128F9312597', 'TRINBYX128E0788920', 'TRNUMRY12903CB6530', 'TRQFLSV128F427EC6B', 'TRHJOFO12903CBFDE9', 'TRIWZFM128C7196DF5', 'TRFXBVX128F4265DC7', 'TRRZPVV128F4292225', 'TRUIZXM128F92F6C19', 'TRJTJRR128F4261B08', 'TRSTBYF12903CE07F5', 'TRUJOHU128F424E6A6', 'TRWJYOT128F935572B', 'TRMUXWT128F4284DC9']"
38,TRRUMJA12903D125A1,Robi Zonca,I Know,2011-08-12 05:15:49.409978,[],-1.0,['Swaziland'],4941.37,21.4,[]
39,TRRUMFX128F42826B0,Kristin Chenoweth,Power,2011-08-12 19:24:35.669165,"['femalevocalist', 'Broadway', 'asheardonslacker']",5.940140845070424,"['Kenya', 'Madagascar', 'Malawi', 'Morocco', 'Nigeria', 'Palau', 'Tonga']",101694.27999999998,23.75,[]
40,TRRUJWE12903CF71A8,Bernard Allison,Life Goes On,2011-08-03 03:56:01.940769,[],-1.0,['Swaziland'],4941.37,21.4,[]
41,TRRUCUY12903CC0408,Brain Holidays,The Only,2011-09-06 17:16:01.371184,[],-1.0,"['Kazakhstan', 'Kyrgyzstan']",99678.845,3.8,[]
42,TRRUVYV128F93443FC,DJ Fait,Because of You,2011-08-04 07:06:01.664332,"['trance', 'dance', 'vocaltrance', 'House', 'party', 'best']",-1.0,"['Cameroon', 'Ghana']",61416.445,25.9,[]
43,TRRUVRN12903D0287F,Riley Reinhold,I Remember,2011-09-07 19:07:19.358203,[],-1.0,['Lesotho'],2518.47,11.85,[]
44,TRRUQDY128F4292316,Gareth Gates,Alive,2011-09-07 13:01:31.388810,['pop'],6.140299401197606,"['Andorra', 'Angola', 'Argentina', 'Belgium', 'Bolivia', 'Brazil', 'Bulgaria', 'Chile', 'CostaRica', 'Croatia', 'Cyprus', 'Djibouti', 'ElSalvador', 'Ethiopia', 'Greece', 'Guatemala', 'India', 'Iraq', 'Israel', 'Italy', 'Luxembourg', 'Macedonia', 'Maldives', 'Nepal', 'Netherlands', 'Portugal', 'Serbia', 'Slovakia', 'Slovenia', 'Uruguay', 'Zimbabwe']",393924.7196551725,15.822413793103445,['TRLSVNI128F14636C3']
